	model_type	index	variable	value	z_score
1712	real	vae_1_two	MPP_BLUEPRINT_3	0.6649306184845045	1.1891233233316418
1024	real	vae_1_three	CD4+-Tcm_NOVERSHTERN_2	0.12198923155665398	1.1921114913378346
2417	real	vae_2	mv-Endothelial-cells_ENCODE_3	-3.959485248022247	1.1923202210849753
2253	real	vae_2	Melanocytes_FANTOM_1	0.008008617907762526	1.1954695636746318
310	real	vae_0_three	Mesangial-cells_ENCODE_2	-0.19803524389863014	1.1963099557186188
1431	real	vae_1_three	ly-Endothelial-cells_FANTOM_1	0.03780788206495344	1.2099139066156106
2441	real	vae_2	pro-B-cells_HPCA_3	-1.4106646818108857	1.2121990551455
2005	real	vae_2	CD4+-Tem_BLUEPRINT_2	-0.4815193959511817	1.2124409194096168
2353	real	vae_2	Preadipocytes_ENCODE_2	-0.44989616610109806	1.2125234711720418
1007	real	vae_1_three	Basophils_NOVERSHTERN_3	0.02159343007951975	1.2138288358550078
1257	real	vae_1_three	Macrophages_HPCA_1	-2.066008614609018	1.2161663463336871
1177	real	vae_1_three	Fibroblasts_HPCA_2	-0.6152472075773403	1.2167239483246566
189	real	vae_0_three	Erythrocytes_NOVERSHTERN_1	-1.321852051652968	1.2181068602137781
430	real	vae_0_three	Tregs_BLUEPRINT_2	0.0	1.2237298070701002
1520	real	vae_1_two	CD4+-Tem_HPCA_3	0.1606835499405861	1.2273377258031675
1741	real	vae_1_two	Macrophages_BLUEPRINT_2	1.4539281958714128	1.2278277340139387
1327	real	vae_1_three	NK-cells_NOVERSHTERN_2	-0.03123809397220611	1.2300371265820775
2191	real	vae_2	MEP_BLUEPRINT_2	-0.06148812081664802	1.23332065320415
2075	real	vae_2	CMP_HPCA_3	-0.20332439988851547	1.2359155191634756
1313	real	vae_1_three	Myocytes_FANTOM_3	0.1588340513408184	1.2380282996373255
627	real	vae_0_two	DC_BLUEPRINT_1	-0.17548386752605438	1.2436783736184802
2377	real	vae_2	Tgd-cells_HPCA_2	-4.77432441804558	1.245058729914315
934	real	vae_0_two	cDC_HPCA_2	-0.18048999924212694	1.2481682640863947
55	real	vae_0_three	CD4+-Tem_NOVERSHTERN_2	-0.0226031057536602	1.2502544643075235
2007	real	vae_2	CD4+-Tem_HPCA_1	-4.178255681064911	1.2534225216031412
1046	real	vae_1_three	CD4+-naive-T-cells_HPCA_3	-0.0881121479906142	1.2594802198128694
2200	real	vae_2	MPP_BLUEPRINT_2	-2.339382646838203	1.263776524074629
909	real	vae_0_two	Tgd-cells_HPCA_1	-4.232074204366654	1.264246267918084
1931	real	vae_1_two	mv-Endothelial-cells_FANTOM_3	2.0597821481642313	1.2655753442220272
2335	real	vae_2	Pericytes_ENCODE_2	-3.255327600520104	1.2692308218112973
2159	real	vae_2	GMP_BLUEPRINT_3	-1.5049117275630124	1.270673672675449
1737	real	vae_1_two	Macrophages-M2_HPCA_1	0.7637882907874882	1.2717569104559208
21	real	vae_0_three	B-cells_NOVERSHTERN_1	-0.7987441010773182	1.2722848652974394
979	real	vae_1_three	Adipocytes_ENCODE_2	0.377585893496871	1.2730648194077738
1189	real	vae_1_three	HSC_BLUEPRINT_2	-0.044458826072514085	1.2748445493458795
971	real	vae_0_two	pDC_NOVERSHTERN_3	-0.0993172749876976	1.2752477467702588
186	real	vae_0_three	Erythrocytes_HPCA_1	0.11303929891437292	1.2772191911077333
96	real	vae_0_three	CD8+-Tcm_NOVERSHTERN_1	-0.6221415577456355	1.2844425314899868
1019	real	vae_1_three	CD4+-Tcm_BLUEPRINT_3	-1.5138151220744476	1.2862694340847058
2393	real	vae_2	Tregs_HPCA_3	-0.07122799754142761	1.2880542913319348
1909	real	vae_1_two	aDC_IRIS_2	0.7613409332698211	1.2910533648642006
2266	real	vae_2	Mesangial-cells_ENCODE_2	-0.14704322442412374	1.2921336641153232
345	real	vae_0_three	NK-cells_IRIS_1	-0.11340498924255371	1.295918842774613
1216	real	vae_1_three	MEP_HPCA_2	-0.08575236517935991	1.304493154639779
917	real	vae_0_two	Th2-cells_IRIS_3	-0.09978852467611432	1.305260377886477
2288	real	vae_2	Myocytes_ENCODE_3	-6.859180457744515	1.305846273984836
422	real	vae_0_three	Tgd-cells_HPCA_3	-3.6465660450048745	1.3079014337422248
278	real	vae_0_three	Macrophages_FANTOM_3	-0.8231567796319723	1.3086902151679265
351	real	vae_0_three	NKT_NOVERSHTERN_1	0.03891902044415474	1.3089423239928855
786	real	vae_0_two	Melanocytes_FANTOM_1	-0.11400838196277617	1.3098569976848689
512	real	vae_0_two	B-cells_NOVERSHTERN_3	-1.28811792191118	1.3103180827904837
1995	real	vae_2	CD4+-Tcm_BLUEPRINT_1	-0.6281348717748187	1.3114094393317066
2088	real	vae_2	Class-switched-memory-B-cells_BLUEPRINT_1	-0.20306217018514872	1.3129636013659884
1710	real	vae_1_two	MPP_BLUEPRINT_1	0.7216127640422201	1.3162311604583636
1044	real	vae_1_three	CD4+-naive-T-cells_HPCA_1	0.0933367072138935	1.317398764926726
761	real	vae_0_two	Macrophages-M2_HPCA_3	0.059532862156629535	1.3178437137490335
2190	real	vae_2	MEP_BLUEPRINT_1	-0.1758640417829156	1.3239106739369442
838	real	vae_0_two	NK-cells_NOVERSHTERN_2	-0.09990084543824196	1.325330687716069
1445	real	vae_1_three	mv-Endothelial-cells_HPCA_3	0.19050116249127316	1.3260438016408147
2351	real	vae_2	Platelets_HPCA_3	0.0	1.3277338513188048
1374	real	vae_1_three	Preadipocytes_ENCODE_1	0.47844186041038483	1.3310729959691727
738	real	vae_0_two	MPP_FANTOM_1	-0.6299615558236837	1.3333822391174364
2053	real	vae_2	CD8+-Tcm_NOVERSHTERN_2	-0.6446023543830961	1.335777131005487
1087	real	vae_1_three	CD8+-naive-T-cells_HPCA_2	-0.07280447799712421	1.3417198882523127
2006	real	vae_2	CD4+-Tem_BLUEPRINT_3	-0.5303312400355935	1.3474770623292553
2248	real	vae_2	Megakaryocytes_NOVERSHTERN_2	-0.38701964914798737	1.3490847900363836
545	real	vae_0_two	CD4+-Tem_NOVERSHTERN_3	-0.09845461696386336	1.3521956357317455
973	real	vae_0_two	pro-B-cells_HPCA_2	-4.030680774943903	1.3597843449051707
2347	real	vae_2	Plasma-cells_IRIS_2	-0.7238338538445532	1.3602308589491836
1088	real	vae_1_three	CD8+-naive-T-cells_HPCA_3	0.06853128597140312	1.3614930834758097
115	real	vae_0_three	CMP_BLUEPRINT_2	-0.054091780446469784	1.3630172840042936
2098	real	vae_2	DC_FANTOM_2	-1.8141774740070105	1.3633263618574343
911	real	vae_0_two	Tgd-cells_HPCA_3	-4.626971747260541	1.367490471737246
1677	real	vae_1_two	HSC_BLUEPRINT_1	0.5430676867254078	1.3682497841278674
938	real	vae_0_two	cDC_NOVERSHTERN_3	-0.17548386752605438	1.3698539832811172
1427	real	vae_1_three	cDC_NOVERSHTERN_3	0.05719079449772835	1.3744046738576137
407	real	vae_0_three	Skeletal-muscle_ENCODE_3	0.2996149696409703	1.3755756297901147
97	real	vae_0_three	CD8+-Tcm_NOVERSHTERN_2	-0.37958934437483555	1.379166771819665
2388	real	vae_2	Tregs_FANTOM_1	0.0	1.3836125549242413
2260	real	vae_2	Memory-B-cells_HPCA_2	-1.53008546307683	1.3848876343442171
799	real	vae_0_two	Mesangial-cells_ENCODE_2	-0.21439791470766065	1.386654903303338
2341	real	vae_2	Plasma-cells_BLUEPRINT_2	-3.241253145504743	1.387853117502395
2157	real	vae_2	GMP_BLUEPRINT_1	-1.6687351831351407	1.39126034926763
1421	real	vae_1_three	aDC_IRIS_3	-1.7510204816353507	1.392108123930128
1842	real	vae_1_two	Osteoblast_HPCA_1	0.8125013178214431	1.3936275375461877
2064	real	vae_2	CD8+-naive-T-cells_HPCA_1	-1.1457479787059128	1.3977413738842934
2392	real	vae_2	Tregs_HPCA_2	0.0	1.400892925171316
782	real	vae_0_two	Megakaryocytes_NOVERSHTERN_3	-0.04476988688111305	1.4010857958229745
963	real	vae_0_two	naive-B-cells_NOVERSHTERN_1	-0.5508333221077919	1.4039339117203744
2238	real	vae_2	Macrophages_IRIS_1	-0.9959217130672187	1.4104294094886447
1861	real	vae_1_two	Platelets_HPCA_2	0.3768205892993137	1.413129073178987
533	real	vae_0_two	CD4+-Tcm_HPCA_3	-0.9518285118974745	1.414842841863714
525	real	vae_0_two	CD4+-T-cells_HPCA_1	-0.9647200522013009	1.4252173555611949
1680	real	vae_1_two	HSC_FANTOM_1	0.5265529938042164	1.4274395861645928
205	real	vae_0_three	GMP_HPCA_2	-0.00245797261595726	1.4296975237462994
500	real	vae_0_two	Astrocytes_ENCODE_3	-0.5064396057277918	1.439561487594072
924	real	vae_0_two	Tregs_HPCA_1	-0.13258962333202362	1.4397476237624782
2059	real	vae_2	CD8+-Tem_HPCA_2	-4.309584542643279	1.4405073889843873
814	real	vae_0_two	Monocytes_IRIS_2	0.2143871020525694	1.445958746053463
1263	real	vae_1_three	Mast-cells_FANTOM_1	-0.6234316764748655	1.4461116520336539
2130	real	vae_2	Epithelial-cells_FANTOM_1	-0.08593300916254526	1.4493664921564133
896	real	vae_0_two	Skeletal-muscle_ENCODE_3	0.30811580270528793	1.4496520115794205
754	real	vae_0_two	Macrophages-M1_FANTOM_2	-2.4046549848280847	1.450930833863871
1440	real	vae_1_three	mv-Endothelial-cells_FANTOM_1	-0.5785115201142617	1.46202598584548
675	real	vae_0_two	Erythrocytes_HPCA_1	0.11293178144842386	1.4676201354602318
348	real	vae_0_three	NK-cells_NOVERSHTERN_1	0.0	1.4695534795062497
834	real	vae_0_two	NK-cells_IRIS_1	-0.13010140135884285	1.4712792857378443
970	real	vae_0_two	pDC_NOVERSHTERN_2	-0.0993172749876976	1.4741235068707186
841	real	vae_0_two	NKT_NOVERSHTERN_2	0.00875946693122387	1.4761561564651067
2415	real	vae_2	mv-Endothelial-cells_ENCODE_1	-4.679187879024539	1.4767889367412748
702	real	vae_0_two	HSC_FANTOM_1	-0.26799196749925613	1.4796532928287243
2048	real	vae_2	CD8+-Tcm_BLUEPRINT_3	-0.05318532092496753	1.4801903698040764
2119	real	vae_2	Eosinophils_BLUEPRINT_2	-0.3064681738615036	1.4819248060359556
1031	real	vae_1_three	CD4+-Tem_HPCA_3	0.014722808031365282	1.4948194864251863
1797	real	vae_1_two	Myocytes_ENCODE_1	0.3023643596097827	1.4970923728247112
497	real	vae_0_two	Adipocytes_HPCA_3	-0.19313611462712288	1.5008458624295093
771	real	vae_0_two	Macrophages_IRIS_1	-0.754684340208769	1.502509165222831
2387	real	vae_2	Tregs_BLUEPRINT_3	-0.06767716258764267	1.5066328193113363
1395	real	vae_1_three	Smooth-muscle_HPCA_1	0.12701867707073689	1.509008847506304
1389	real	vae_1_three	Smooth-muscle_ENCODE_1	0.018692435696721084	1.5118667337396234
1191	real	vae_1_three	HSC_FANTOM_1	0.2651549882721156	1.5121381974873507
1802	real	vae_1_two	Myocytes_FANTOM_3	0.7491655722260475	1.515048162412228
806	real	vae_0_two	Monocytes_BLUEPRINT_3	0.19049905287101865	1.5178458150118026
290	real	vae_0_three	Megakaryocytes_BLUEPRINT_3	0.0	1.520267410976166
2196	real	vae_2	MEP_NOVERSHTERN_1	-0.5843605855479836	1.5239241165971777
2342	real	vae_2	Plasma-cells_BLUEPRINT_3	-5.825656432192773	1.5272268924257666
2	real	vae_0_three	Adipocytes_ENCODE_3	0.07969442673493177	1.5433706896143662
588	real	vae_0_two	CD8+-Tem_BLUEPRINT_1	0.0030770879238843987	1.5484078339801781
429	real	vae_0_three	Tregs_BLUEPRINT_1	0.10418517887592323	1.5543398051629602
621	real	vae_0_two	Class-switched-memory-B-cells_BLUEPRINT_1	-0.21847423282451928	1.5568827417553839
920	real	vae_0_two	Tregs_BLUEPRINT_3	-0.13208364881575108	1.5569605106149642
1131	real	vae_1_three	Endothelial-cells_ENCODE_1	0.6156423930078745	1.557456324279209
1711	real	vae_1_two	MPP_BLUEPRINT_2	0.5033741785300663	1.5594610093541703
2037	real	vae_2	CD8+-T-cells_HPCA_1	-0.06833378039300442	1.5624144456385722
1475	real	vae_1_two	Adipocytes_HPCA_3	1.0070201102644205	1.5645786660140137
1678	real	vae_1_two	HSC_BLUEPRINT_2	0.885816870839335	1.565681108747889
1747	real	vae_1_two	Macrophages_HPCA_2	0.8526803683344042	1.575103872508561
839	real	vae_0_two	NK-cells_NOVERSHTERN_3	-0.05125511437654495	1.579995525904221
852	real	vae_0_two	Neutrophils_FANTOM_1	-0.6288367509841919	1.58416945247901
352	real	vae_0_three	NKT_NOVERSHTERN_2	0.028993781656026854	1.5861712579701763
1848	real	vae_1_two	Pericytes_FANTOM_1	0.6005867015337572	1.5989711615470832
1683	real	vae_1_two	HSC_NOVERSHTERN_1	0.4300943207927048	1.5993408278208967
2258	real	vae_2	Memory-B-cells_BLUEPRINT_3	-1.2034897059202194	1.6006569087363225
1260	real	vae_1_three	Macrophages_IRIS_1	-0.1451636858982965	1.6007699073868606
2251	real	vae_2	Melanocytes_ENCODE_2	-0.30912662856280804	1.6068457254600514
1506	real	vae_1_two	CD4+-Tcm_BLUEPRINT_1	0.3910230330657214	1.6097568620313272
132	real	vae_0_three	Class-switched-memory-B-cells_BLUEPRINT_1	-0.1943997023627162	1.610328075721792
1212	real	vae_1_three	MEP_BLUEPRINT_1	0.34082659892737865	1.613675803331519
297	real	vae_0_three	Melanocytes_FANTOM_1	-0.1484825611114502	1.6228995137939475
489	real	vae_0_two	Adipocytes_ENCODE_1	0.013631191104650496	1.6236978645154914
605	real	vae_0_two	CMP_BLUEPRINT_3	-0.2760768886655569	1.6273083625027065
2089	real	vae_2	Class-switched-memory-B-cells_BLUEPRINT_2	-0.21273849089629948	1.6336917345182578
272	real	vae_0_three	Macrophages-M2_HPCA_3	0.1744478470645845	1.6342084635643361
964	real	vae_0_two	naive-B-cells_NOVERSHTERN_2	-0.7955192402005196	1.6359486007277382
1617	real	vae_1_two	Endothelial-cells_BLUEPRINT_1	0.6598225049674511	1.6378277729971378
2245	real	vae_2	Megakaryocytes_BLUEPRINT_2	-0.026827028021216396	1.6390482077366997
519	real	vae_0_two	CD4+-T-cells_BLUEPRINT_1	-1.118711031973362	1.639521672713668
1311	real	vae_1_three	Myocytes_FANTOM_1	0.13320358283817768	1.6465361193660817
56	real	vae_0_three	CD4+-Tem_NOVERSHTERN_3	-0.0226031057536602	1.651153927421787
815	real	vae_0_two	Monocytes_IRIS_3	-0.3835007455199957	1.6622834303688967
2024	real	vae_2	CD4+-naive-T-cells_HPCA_3	-0.23796777403913444	1.6644903113518514
755	real	vae_0_two	Macrophages-M1_FANTOM_3	-2.450513996416703	1.6653183985409041
926	real	vae_0_two	Tregs_HPCA_3	-0.13258962333202362	1.6711968076126003
481	real	vae_0_three	pDC_NOVERSHTERN_2	-0.05548138916492462	1.673209125541281
1922	real	vae_1_two	ly-Endothelial-cells_FANTOM_3	0.9126455821096897	1.6740312052117183
1104	real	vae_1_three	Chondrocytes_FANTOM_1	-1.902634975456749	1.675374732541106
936	real	vae_0_two	cDC_NOVERSHTERN_1	0.0	1.6806686150030594
809	real	vae_0_two	Monocytes_FANTOM_3	-4.940960668260232	1.6921718686389358
572	real	vae_0_two	CD8+-T-cells_HPCA_3	-0.3724137619137764	1.694910842334402
1312	real	vae_1_three	Myocytes_FANTOM_2	0.06471060775220389	1.6966243541641823
2204	real	vae_2	MPP_ENCODE_3	0.0	1.6971450240833246
2381	real	vae_2	Th1-cells_IRIS_3	-0.16161710466258228	1.6972634476843647
1444	real	vae_1_three	mv-Endothelial-cells_HPCA_2	0.32632682140683755	1.7001520210691545
2003	real	vae_2	CD4+-Tcm_NOVERSHTERN_3	-0.10262052592588591	1.7018538694273506
807	real	vae_0_two	Monocytes_FANTOM_1	-0.8970665854867548	1.7022218018510085
445	real	vae_0_three	cDC_HPCA_2	-0.0345809659920633	1.702564166996873
536	real	vae_0_two	CD4+-Tcm_NOVERSHTERN_3	-1.6171134640462697	1.7066136266821192
1932	real	vae_1_two	mv-Endothelial-cells_HPCA_1	1.1094005554914474	1.7087629170635996
38	real	vae_0_three	CD4+-T-cells_HPCA_3	-0.47332986257970333	1.7119060964611441
1910	real	vae_1_two	aDC_IRIS_3	0.5966590996831656	1.7119458043825582
1579	real	vae_1_two	CLP_BLUEPRINT_2	0.4430754412896931	1.7170865714371562
346	real	vae_0_three	NK-cells_IRIS_2	-0.06767928600311279	1.7177408304954613
2250	real	vae_2	Melanocytes_ENCODE_1	-0.06331334821879862	1.732776163257618
594	real	vae_0_two	CD8+-Tem_NOVERSHTERN_1	-0.07329279743134975	1.7362294596202796
779	real	vae_0_two	Megakaryocytes_BLUEPRINT_3	0.0	1.7373754381438564
2198	real	vae_2	MEP_NOVERSHTERN_3	-0.1266729366034269	1.7445093265338802
589	real	vae_0_two	CD8+-Tem_BLUEPRINT_2	-5.004894071724266	1.745037709046134
2045	real	vae_2	CD8+-T-cells_NOVERSHTERN_3	-0.41241407906636596	1.7514813298850487
516	real	vae_0_two	Basophils_NOVERSHTERN_1	-0.4160526506602764	1.7515006215981475
1725	real	vae_1_two	MSC_HPCA_1	1.4336522174999118	1.7618107010559425
740	real	vae_0_two	MPP_FANTOM_3	-0.378143104724586	1.767166549093845
1733	real	vae_1_two	Macrophages-M1_FANTOM_3	1.0592597571667284	1.767177809787772
1434	real	vae_1_three	ly-Endothelial-cells_HPCA_1	0.14925110241165385	1.773571557461308
2016	real	vae_2	CD4+-memory-T-cells_IRIS_1	-0.19740158692002296	1.7797314433329037
350	real	vae_0_three	NK-cells_NOVERSHTERN_3	0.03505804017186165	1.7810834675650515
1026	real	vae_1_three	CD4+-Tem_BLUEPRINT_1	0.014722808031365282	1.7883513570434533
2047	real	vae_2	CD8+-Tcm_BLUEPRINT_2	-0.28371694637462497	1.789816622672363
977	real	vae_0_two	pro-B-cells_NOVERSHTERN_3	-0.22386171109974384	1.7905681706961787
837	real	vae_0_two	NK-cells_NOVERSHTERN_1	0.0	1.7997335466380961
105	real	vae_0_three	CD8+-Tem_NOVERSHTERN_1	0.04406012967228888	1.8020478461821836
790	real	vae_0_two	Memory-B-cells_BLUEPRINT_2	-1.1313014533370733	1.808475783495708
919	real	vae_0_two	Tregs_BLUEPRINT_2	0.0	1.8094506431897075
1396	real	vae_1_three	Smooth-muscle_HPCA_2	0.2670477172359824	1.8096130803642745
99	real	vae_0_three	CD8+-Tem_BLUEPRINT_1	0.08073626458644867	1.8151709164267116
476	real	vae_0_three	naive-B-cells_NOVERSHTERN_3	-0.8917911723256111	1.8159283109482538
985	real	vae_1_three	Adipocytes_HPCA_2	0.31482396088540554	1.8183557505501136
45	real	vae_0_three	CD4+-Tcm_NOVERSHTERN_1	-0.3229933646507561	1.8211671867117716
1443	real	vae_1_three	mv-Endothelial-cells_HPCA_1	0.19131045759422707	1.8247483805860454
2193	real	vae_2	MEP_HPCA_1	-0.5918609709478915	1.8263213380825103
370	real	vae_0_three	Neutrophils_IRIS_2	0.5230093449354172	1.8313049058730555
2194	real	vae_2	MEP_HPCA_2	-0.1266729366034269	1.8327735289189757
1105	real	vae_1_three	Chondrocytes_FANTOM_2	-0.08276724531606303	1.8417176869257632
449	real	vae_0_three	cDC_NOVERSHTERN_3	-0.1421997845172882	1.8434142163980356
1498	real	vae_1_two	CD4+-T-cells_BLUEPRINT_2	1.0696800970472395	1.8482061726170596
918	real	vae_0_two	Tregs_BLUEPRINT_1	0.11099729500710961	1.8487812295363109
760	real	vae_0_two	Macrophages-M2_HPCA_2	0.34833316784352053	1.8527277572208374
595	real	vae_0_two	CD8+-Tem_NOVERSHTERN_2	-0.026937695220112797	1.863008037368259
813	real	vae_0_two	Monocytes_IRIS_1	0.08188953250646591	1.86548165955511
2002	real	vae_2	CD4+-Tcm_NOVERSHTERN_2	0.17758976388722655	1.865770727438491
1920	real	vae_1_two	ly-Endothelial-cells_FANTOM_1	0.5805901549756527	1.8682171161065793
1500	real	vae_1_two	CD4+-T-cells_FANTOM_1	0.37579208612442017	1.868458652418862
2391	real	vae_2	Tregs_HPCA_1	-0.07122799754142761	1.8686978459687795
2049	real	vae_2	CD8+-Tcm_HPCA_1	-0.2398183406330645	1.873151057284388
319	real	vae_0_three	Monocytes_FANTOM_2	-2.16833144123666	1.8742760667581504
191	real	vae_0_three	Erythrocytes_NOVERSHTERN_3	-2.0685375058092177	1.8852740299183766
270	real	vae_0_three	Macrophages-M2_HPCA_1	-1.3438730344059877	1.8874281995225222
737	real	vae_0_two	MPP_ENCODE_3	0.0	1.895200704200092
288	real	vae_0_three	Megakaryocytes_BLUEPRINT_1	-0.08576983213424683	1.8956330661736525
265	real	vae_0_three	Macrophages-M1_FANTOM_2	-1.662684188624553	1.9080408513657667
1988	real	vae_2	CD4+-T-cells_BLUEPRINT_3	-0.096577238291502	1.9106986333098401
592	real	vae_0_two	CD8+-Tem_HPCA_2	-4.550994643941522	1.9249708227348052
444	real	vae_0_three	cDC_HPCA_1	-0.17859628191217786	1.9349805220825143
862	real	vae_0_two	Osteoblast_FANTOM_2	-0.5594937684945762	1.9387889731784833
301	real	vae_0_three	Memory-B-cells_BLUEPRINT_2	-0.8595644645392895	1.9442319438031566
484	real	vae_0_three	pro-B-cells_HPCA_2	-2.844849324261304	1.9499971367422897
496	real	vae_0_two	Adipocytes_HPCA_2	0.013631191104650496	1.9525212029787864
1627	real	vae_1_two	Endothelial-cells_HPCA_2	0.4281783401966095	1.9586144874264324
2442	real	vae_2	pro-B-cells_NOVERSHTERN_1	-0.9326738540257793	1.9703503352993084
2404	real	vae_2	cDC_NOVERSHTERN_2	0.0	1.973093262018411
1258	real	vae_1_three	Macrophages_HPCA_2	-1.529121763072908	1.9751154419661894
474	real	vae_0_three	naive-B-cells_NOVERSHTERN_1	-0.14223375171422958	1.9768684791931106
426	real	vae_0_three	Th2-cells_IRIS_1	-0.1462602987885475	1.9827884448824882
2242	real	vae_2	Mast-cells_FANTOM_2	-1.9292965424247086	1.9842798176946166
1435	real	vae_1_three	ly-Endothelial-cells_HPCA_2	0.09825931390514597	1.9848453882700439
2210	real	vae_2	MPP_NOVERSHTERN_3	0.0	1.9881040154417726
593	real	vae_0_two	CD8+-Tem_HPCA_3	-0.4906221367418766	1.9915792180125793
2333	real	vae_2	Osteoblast_HPCA_3	-1.5346427753102034	1.9937164459803556
249	real	vae_0_three	MPP_FANTOM_1	0.3788056415505707	1.996853796044889
23	real	vae_0_three	B-cells_NOVERSHTERN_3	-0.5382001511752605	2.0029013281947607
1863	real	vae_1_two	Preadipocytes_ENCODE_1	1.127501015085727	2.009717328490535
1934	real	vae_1_two	mv-Endothelial-cells_HPCA_3	1.2739905416965485	2.013503995299683
1615	real	vae_1_two	DC_IRIS_2	0.4107080642133951	2.015923789292693
1132	real	vae_1_three	Endothelial-cells_ENCODE_2	0.6073436504229903	2.0203379887574853
855	real	vae_0_two	Neutrophils_HPCA_1	0.4737724009901285	2.0207432969656955
1358	real	vae_1_three	Pericytes_ENCODE_3	-0.2450682803755626	2.0391287335388975
1350	real	vae_1_three	Osteoblast_FANTOM_1	0.49434827733784914	2.045967145153531
1141	real	vae_1_three	Eosinophils_BLUEPRINT_2	0.33676110953092575	2.0466411165368474
494	real	vae_0_two	Adipocytes_FANTOM_3	0.30077834613621235	2.0481789166214575
2160	real	vae_2	GMP_HPCA_1	-1.2778916978277266	2.0491142997839558
1997	real	vae_2	CD4+-Tcm_BLUEPRINT_3	-1.4891668702475727	2.0522147164761595
1178	real	vae_1_three	Fibroblasts_HPCA_3	0.2949717476731166	2.0601213777264586
447	real	vae_0_three	cDC_NOVERSHTERN_1	0.0	2.0673674689172623
804	real	vae_0_two	Monocytes_BLUEPRINT_1	0.16487147100269794	2.070851939695871
104	real	vae_0_three	CD8+-Tem_HPCA_3	-0.6223660979885608	2.074036921669401
2209	real	vae_2	MPP_NOVERSHTERN_2	0.0	2.0816543413761046
1130	real	vae_1_three	Endothelial-cells_BLUEPRINT_3	0.6055071816081181	2.082102218928532
883	real	vae_0_two	Platelets_HPCA_2	-4.230156164849177	2.0863993839849457
910	real	vae_0_two	Tgd-cells_HPCA_2	-4.435338847804815	2.0901591866999207
1982	real	vae_2	Basophils_FANTOM_3	0.0	2.09080711979995
1924	real	vae_1_two	ly-Endothelial-cells_HPCA_2	0.7189439982175827	2.091542624187626
894	real	vae_0_two	Skeletal-muscle_ENCODE_1	0.3002457171678543	2.1070284367873082
1849	real	vae_1_two	Pericytes_FANTOM_2	0.40127459168434143	2.1073996085087665
1878	real	vae_1_two	Smooth-muscle_ENCODE_1	1.0512201935052872	2.1134501132556975
1	real	vae_0_three	Adipocytes_ENCODE_2	0.21655395498964936	2.1160777774027917
1221	real	vae_1_three	MPP_BLUEPRINT_1	-0.04980506375432012	2.1170092590689498
835	real	vae_0_two	NK-cells_IRIS_2	-0.16222474910318851	2.1258537938885875
492	real	vae_0_two	Adipocytes_FANTOM_1	0.3171906843781471	2.1282013270504487
276	real	vae_0_three	Macrophages_FANTOM_1	-0.08971633948385715	2.1521408007235556
817	real	vae_0_two	Monocytes_NOVERSHTERN_2	0.12430763430893421	2.164447890553188
1102	real	vae_1_three	Chondrocytes_ENCODE_2	0.08936834638006985	2.166061190973416
965	real	vae_0_two	naive-B-cells_NOVERSHTERN_3	-1.202869139611721	2.166580062466023
7	real	vae_0_three	Adipocytes_HPCA_2	0.18852780072484165	2.180939905997773
1508	real	vae_1_two	CD4+-Tcm_BLUEPRINT_3	0.738253997056745	2.1810974315413234
1798	real	vae_1_two	Myocytes_ENCODE_2	0.4836569828912616	2.1841888844908572
1590	real	vae_1_two	Chondrocytes_ENCODE_1	1.3736160667613149	2.192708545830987
1292	real	vae_1_three	Mesangial-cells_FANTOM_3	0.4770837703254074	2.1939205326121267
1685	real	vae_1_two	HSC_NOVERSHTERN_3	0.4253222830593586	2.1974639173035335
1730	real	vae_1_two	Macrophages-M1_BLUEPRINT_3	1.43297531013377	2.20676496148733
2027	real	vae_2	CD4+-naive-T-cells_IRIS_3	-1.292821274138987	2.206800604439397
365	real	vae_0_three	Neutrophils_FANTOM_3	-0.014924646355211693	2.2098067954742606
0	real	vae_0_three	Adipocytes_ENCODE_1	0.18852780072484165	2.2141398490441153
406	real	vae_0_three	Skeletal-muscle_ENCODE_2	0.13473749533295634	2.227827204750891
1743	real	vae_1_two	Macrophages_FANTOM_1	0.29888895782642066	2.231714233002344
1879	real	vae_1_two	Smooth-muscle_ENCODE_2	1.612881894223392	2.233585076869806
1998	real	vae_2	CD4+-Tcm_HPCA_1	-0.22745411662617698	2.2350500994860116
1238	real	vae_1_three	MSC_HPCA_3	0.10439251095522194	2.2371284060332712
271	real	vae_0_three	Macrophages-M2_HPCA_2	0.38365829549729824	2.2403710989529575
2058	real	vae_2	CD8+-Tem_HPCA_1	-3.6836126788984984	2.248901741664342
248	real	vae_0_three	MPP_ENCODE_3	0.0	2.2545988605465372
1436	real	vae_1_three	ly-Endothelial-cells_HPCA_3	0.28674590488662943	2.262102055780565
1139	real	vae_1_three	Endothelial-cells_HPCA_3	-0.1388334838557057	2.2625185708705686
1213	real	vae_1_three	MEP_BLUEPRINT_2	0.2544056884944439	2.2649317821475345
1726	real	vae_1_two	MSC_HPCA_2	0.9138855850324035	2.310648970584686
683	real	vae_0_two	Fibroblasts_ENCODE_3	-0.63202153891325	2.3178311451230744
421	real	vae_0_three	Tgd-cells_HPCA_2	-3.533038689289242	2.3365374314852074
836	real	vae_0_two	NK-cells_IRIS_3	0.03504249081015587	2.337952422318316
488	real	vae_0_three	pro-B-cells_NOVERSHTERN_3	-0.10177442245185375	2.3499277606690714
1847	real	vae_1_two	Pericytes_ENCODE_3	2.061029225238599	2.354283372639102
